0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.005 1.0528312831536715e-23 9.592462802066783e-22 1.4126220173812134e-19 1.2869383746241922e-17 1.8951936644632974e-15 1.7265747129318835e-13 2.5426186068362272e-11 2.316397038208093e-9 3.4112130602022683e-7 3.1077110063240634e-5
0.01 4.242652298067802e-22 3.4911876375626923e-20 4.583113195284055e-18 3.6730330488120077e-16 4.6602368173894486e-14 3.57169798221747e-12 4.25520317600212e-10 2.9724841815067792e-8 3.0295884557290573e-6 0.0001547052645747928
0.015 8.539307311600044e-21 6.346627180280193e-19 7.426537209292907e-17 5.236526632502061e-15 5.724083379106104e-13 3.692432184331619e-11 3.560308932499276e-9 1.9112330351399664e-7 1.3545327580446528e-5 0.0003992843955359962
0.02 1.1458274970498906e-19 7.694033003172393e-18 8.027195740036968e-16 4.9830225881750625e-14 4.696214648982574e-12 2.55411388389015e-10 1.9982839471335837e-8 8.299298781789449e-7 4.1556415154940244e-5 0.00075963161331488
0.025 1.154357072280042e-18 7.006904257844534e-17 6.521598182931592e-15 3.5681619606955344e-13 2.9034079206548845e-11 1.3351580223925215e-9 8.51396866794825e-8 2.7645785923736695e-6 0.00010011462985708776 0.0012283841866005325
0.03 9.323180039473414e-18 5.119643767698727e-16 4.2547059604864235e-14 2.0549671597407206e-12 1.4466517678780264e-10 5.646736421091752e-9 2.952389903196833e-7 7.5931009488788355e-6 0.00020411178668583514 0.0017964476650672756
0.035 6.294405059232114e-17 3.1300614731478587e-15 2.325351282413511e-13 9.93398704360031e-12 6.065889913881907e-10 2.0190795133819942e-8 8.716580091899434e-7 1.8009249735228756e-5 0.0003685233796048997 0.0024535227273146777
0.04 3.657316389876424e-16 1.648927186340263e-14 1.0966099536988258e-12 4.153240051988835e-11 2.2063112529625474e-9 6.295209965241e-8 2.261001757344892e-6 3.806974780942889e-5 0.0006066496190353889 0.0031886608444415387
0.045 1.868685600421876e-15 7.649083446792687e-14 4.5611344643453456e-12 1.5354109461824274e-10 7.11936710667205e-9 1.750968396811495e-7 5.272528138956549e-6 7.335534240666615e-5 0.0009285628809705896 0.003990798140616204
0.05 8.536583352725217e-15 3.177233654836791e-13 1.70174555183278e-11 5.105859419451802e-10 2.0736475332798574e-8 4.421232329927357e-7 1.124679576524308e-5 0.00013097980211255387 0.001339943999418207 0.004849221789408249
0.055 3.532995342224376e-14 1.1975973199352122e-12 5.7724729858372345e-11 1.548195160635627e-9 5.527079768102762e-8 1.027443540690864e-6 2.2240355958424334e-5 0.0002194193767863573 0.0018414411325909114 0.005753933221726011
0.06 1.3390346300129363e-13 4.141094291489805e-12 1.799839187397444e-10 4.328040867593907e-9 1.3630980806323413e-7 2.2216811093927347e-6 4.120277915177263e-5 0.0003481581699980068 0.0024286202438285913 0.006695886060254909
0.065 4.689424468474392e-13 1.3255099201432062e-11 5.205403135322076e-10 1.1257094060857282e-8 3.138837044919526e-7 4.510007143043111e-6 7.211607072923958e-5 0.0005271693349055589 0.003092503641777541 0.0076670923289821015
0.07 1.5290057403493962e-12 3.957485504626389e-11 1.4071461181742285e-9 2.7450132514476794e-8 6.799745784682897e-7 8.658015934727918e-6 0.00012006418605334663 0.0007662747497410683 0.003820621537685748 0.008660606191085473
0.075 4.671605085256308e-12 1.1092852641493073e-10 3.578544224773754e-9 6.31609420619997e-8 1.3945834460541735e-6 1.5813985401347846e-5 0.00019120299547368253 0.0010744438072370825 0.004598440023261607 0.00967040834267587
0.08 1.3449709665509644e-11 2.935506143243831e-10 8.609421757649138e-9 1.3788930111529043e-7 2.722380589184781e-6 2.762210072210031e-5 0.0002926090427506223 0.0014591027155908681 0.005410984778590511 0.010691224588069165
0.085 3.6665599783884396e-11 7.369659021030073e-10 1.9689421652310452e-8 2.8697702515714806e-7 5.081467565228093e-6 4.633770513881297e-5 0.0004319982902538629 0.0019255277386687705 0.006244458488582728 0.01171831785487373
0.09 9.50503587604403e-11 1.7627087421828572e-9 4.298368270902839e-8 5.71713957715238e-7 9.104787214806862e-6 7.493238534657685e-5 0.0006173224009414752 0.0024763887150365165 0.007087653808357665 0.012747293382275912
0.095 2.351962232258423e-10 4.03185385816339e-9 8.99041877904471e-8 1.0941481824441499e-6 1.5713201746994846e-5 0.00011717426823145036 0.0008562679052238454 0.003111493791071675 0.007932992048146145 0.013773952105215119
0.1 5.573613651580259e-10 8.848195250471287e-9 1.8074439978008353e-7 2.0178867839715263e-6 2.6197274462695796e-5 0.00017766785397584355 0.0011557003253739727 0.0038277644690233865 0.008777066782594031 0.014794218078867475
